Afeganistão,47, 28,24.9694, 34.2881,1.6721, 1.4472
Albânia,8, 5,4.2501, 6.1229,0.9031, 0.6990
Alemanha,296, 114,157.2542, 139.6017,2.4713, 2.0569
Andorra,4, 6,2.1251, 7.3475,0.6021, 0.7782
Angola,12, 58,6.3752, 71.0254,1.0792, 1.7634
Antártida,3, 1,1.5938, 1.2246,0.4771, 0.0000
Argentina,402, 27,213.5682, 33.0636,2.6042, 1.4314
Argélia,4, 6,2.1251, 7.3475,0.6021, 0.7782
Austrália,90, 17,47.8138, 20.8178,1.9542, 1.2304
Bangladesh,3, 4,1.5938, 4.8983,0.4771, 0.6021
Barbados,9, 1,4.7814, 1.2246,0.9542, 0.0000
Bolívia,84, 1,44.6262, 1.2246,1.9243, 0.0000
Brasil,1927, 57,1023.7459, 69.8008,3.2849, 1.7559
Bulgária,4, 6,2.1251, 7.3475,0.6021, 0.7782
Bélgica,181, 80,96.1588, 97.9661,2.2577, 1.9031
Camarões,4, 5,2.1251, 6.1229,0.6021, 0.6990
Camboja,4, 1,2.1251, 1.2246,0.6021, 0.0000
Canadá,70, 103,37.1885, 126.1314,1.8451, 2.0128
Cazaquistão,6, 5,3.1876, 6.1229,0.7782, 0.6990
Chade,1, 1,0.5313, 1.2246,0.0000, 0.0000
Chile,79, 2,41.9699, 2.4492,1.8976, 0.3010
China,310, 57,164.6919, 69.8008,2.4914, 1.7559
Chipre,3, 20,1.5938, 24.4915,0.4771, 1.3010
Colômbia,126, 5,66.9393, 6.1229,2.1004, 0.6990
Congo,10, 1,5.3126, 1.2246,1.0000, 0.0000
Croácia,25, 6,13.2816, 7.3475,1.3979, 0.7782
Cuba,415, 27,220.4746, 33.0636,2.6180, 1.4314
Dinamarca,25, 24,13.2816, 29.3898,1.3979, 1.3802
Egito,153, 13,81.2834, 15.9195,2.1847, 1.1139
Equador,64, 9,34.0009, 11.0212,1.8062, 0.9542
Eslováquia,12, 6,6.3752, 7.3475,1.0792, 0.7782
Espanha,143, 234,75.9708, 286.5508,2.1553, 2.3692
Etiópia,10, 1,5.3126, 1.2246,1.0000, 0.0000
Fiji,7, 1,3.7188, 1.2246,0.8451, 0.0000
Filipinas,24, 6,12.7503, 7.3475,1.3802, 0.7782
Finlândia,11, 15,5.8439, 18.3686,1.0414, 1.1761
França,358, 167,190.1925, 204.5042,2.5539, 2.2227
Gabão,1, 2,0.5313, 2.4492,0.0000, 0.3010
Gana,4, 4,2.1251, 4.8983,0.6021, 0.6021
Geórgia,5, 2,2.6563, 2.4492,0.6990, 0.3010
Granada,3, 10,1.5938, 12.2458,0.4771, 1.0000
Grécia,280, 364,148.7539, 445.7458,2.4472, 2.5611
Guatemala,23, 1,12.2191, 1.2246,1.3617, 0.0000
Guernsey,2, 1,1.0625, 1.2246,0.3010, 0.0000
Guiana,11, 2,5.8439, 2.4492,1.0414, 0.3010
Guiné,19, 3,10.0940, 3.6737,1.2788, 0.4771
Haiti,45, 1,23.9069, 1.2246,1.6532, 0.0000
Holanda,54, 24,28.6883, 29.3898,1.7324, 1.3802
Honduras,19, 4,10.0940, 4.8983,1.2788, 0.6021
Hungria,43, 21,22.8444, 25.7161,1.6335, 1.3222
Indonésia,13, 8,6.9064, 9.7966,1.1139, 0.9031
Iraque,191, 47,101.4714, 57.5551,2.2810, 1.6721
Irlanda,11, 41,5.8439, 50.2076,1.0414, 1.6128
Islândia,2, 5,1.0625, 6.1229,0.3010, 0.6990
Israel,47, 16,24.9694, 19.5932,1.6721, 1.2041
Itália,790, 86,419.6986, 105.3136,2.8976, 1.9345
Jamaica,8, 1,4.2501, 1.2246,0.9031, 0.0000
Japão,122, 15,64.8142, 18.3686,2.0864, 1.1761
Jordânia,19, 4,10.0940, 4.8983,1.2788, 0.6021
Libéria,8, 3,4.2501, 3.6737,0.9031, 0.4771
Lituânia,6, 10,3.1876, 12.2458,0.7782, 1.0000
Luxemburgo,6, 28,3.1876, 34.2881,0.7782, 1.4472
Líbano,28, 6,14.8754, 7.3475,1.4472, 0.7782
Líbia,155, 13,82.3459, 15.9195,2.1903, 1.1139
Macau,3, 2,1.5938, 2.4492,0.4771, 0.3010
Mali,13, 4,6.9064, 4.8983,1.1139, 0.6021
Malta,5, 9,2.6563, 11.0212,0.6990, 0.9542
Malásia,18, 7,9.5628, 8.5720,1.2553, 0.8451
Marrocos,7, 9,3.7188, 11.0212,0.8451, 0.9542
Maurício,1, 2,0.5313, 2.4492,0.0000, 0.3010
Montenegro,2, 17,1.0625, 20.8178,0.3010, 1.2304
Moçambique,30, 31,15.9379, 37.9619,1.4771, 1.4914
México,255, 24,135.4723, 29.3898,2.4065, 1.3802
Nepal,4, 1,2.1251, 1.2246,0.6021, 0.0000
Nicarágua,14, 11,7.4377, 13.4703,1.1461, 1.0414
Nigéria,31, 6,16.4692, 7.3475,1.4914, 0.7782
Noruega,4, 14,2.1251, 17.1441,0.6021, 1.1461
Panamá,20, 2,10.6253, 2.4492,1.3010, 0.3010
Paquistão,19, 9,10.0940, 11.0212,1.2788, 0.9542
Peru,64, 3,34.0009, 3.6737,1.8062, 0.4771
Portugal,58, 1089,30.8133, 1333.5636,1.7634, 3.0370
Qatar,6, 6,3.1876, 7.3475,0.7782, 0.7782
Ruanda,2, 1,1.0625, 1.2246,0.3010, 0.0000
Senegal,16, 9,8.5002, 11.0212,1.2041, 0.9542
Somália,14, 10,7.4377, 12.2458,1.1461, 1.0000
Sudão,3, 12,1.5938, 14.6949,0.4771, 1.0792
Suécia,52, 45,27.6257, 55.1059,1.7160, 1.6532
Suíça,85, 49,45.1574, 60.0042,1.9294, 1.6902
Sérvia,31, 16,16.4692, 19.5932,1.4914, 1.2041
Síria,460, 140,244.3815, 171.4407,2.6628, 2.1461
Tailândia,27, 4,14.3441, 4.8983,1.4314, 0.6021
Taiwan,42, 1,22.3131, 1.2246,1.6232, 0.0000
Tanzânia,1, 2,0.5313, 2.4492,0.0000, 0.3010
Tunísia,16, 9,8.5002, 11.0212,1.2041, 0.9542
Turquia,344, 98,182.7548, 120.0085,2.5366, 1.9912
Ucrânia,34, 89,18.0630, 108.9873,1.5315, 1.9494
Uganda,22, 11,11.6878, 13.4703,1.3424, 1.0414
Uruguai,88, 3,46.7512, 3.6737,1.9445, 0.4771
Vanuatu,3, 2,1.5938, 2.4492,0.4771, 0.3010
Vaticano,208, 52,110.5029, 63.6780,2.3181, 1.7160
Venezuela,198, 14,105.1903, 17.1441,2.2967, 1.1461

Total de Cidades em Comum entre os dois Grupos: 101
