Afeganistão,47,24.9694,1.6721
Albânia,8,4.2501,0.9031
Alemanha,296,157.2542,2.4713
Andorra,4,2.1251,0.6021
Angola,12,6.3752,1.0792
Antártida,3,1.5938,0.4771
Argentina,402,213.5682,2.6042
Argélia,4,2.1251,0.6021
Armênia,8,4.2501,0.9031
Arábia Saudita,31,16.4692,1.4914
Austrália,90,47.8138,1.9542
Azerbaijão,5,2.6563,0.6990
Bahamas,1,0.5313,0.0000
Bahrein,4,2.1251,0.6021
Bangladesh,3,1.5938,0.4771
Barbados,9,4.7814,0.9542
Belarus,4,2.1251,0.6021
Benin,2,1.0625,0.3010
Bolívia,84,44.6262,1.9243
Brasil,1927,1023.7459,3.2849
Brunei,2,1.0625,0.3010
Bulgária,4,2.1251,0.6021
Bélgica,181,96.1588,2.2577
Cabo Verde,10,5.3126,1.0000
Camarões,4,2.1251,0.6021
Camboja,4,2.1251,0.6021
Canadá,70,37.1885,1.8451
Cazaquistão,6,3.1876,0.7782
Chade,1,0.5313,0.0000
Chile,79,41.9699,1.8976
China,310,164.6919,2.4914
Chipre,3,1.5938,0.4771
Cingapura,6,3.1876,0.7782
Colômbia,126,66.9393,2.1004
Congo,10,5.3126,1.0000
Coréia do Sul,2,1.0625,0.3010
Costa Rica,16,8.5002,1.2041
Costa do Marfim,25,13.2816,1.3979
Croácia,25,13.2816,1.3979
Cuba,415,220.4746,2.6180
Curaçao,6,3.1876,0.7782
Dinamarca,25,13.2816,1.3979
Djibuti,2,1.0625,0.3010
Egito,153,81.2834,2.1847
El Salvador,27,14.3441,1.4314
Emirados Árabes Unidos,3,1.5938,0.4771
Equador,64,34.0009,1.8062
Eslováquia,12,6.3752,1.0792
Eslovênia,25,13.2816,1.3979
Espanha,143,75.9708,2.1553
Estados Unidos,997,529.6703,2.9987
Etiópia,10,5.3126,1.0000
Fiji,7,3.7188,0.8451
Filipinas,24,12.7503,1.3802
Finlândia,11,5.8439,1.0414
França,358,190.1925,2.5539
Gabão,1,0.5313,0.0000
Gana,4,2.1251,0.6021
Geórgia,5,2.6563,0.6990
Granada,3,1.5938,0.4771
Grécia,280,148.7539,2.4472
Guadalupe,26,13.8129,1.4150
Guatemala,23,12.2191,1.3617
Guernsey,2,1.0625,0.3010
Guiana,11,5.8439,1.0414
Guiana Francesa,9,4.7814,0.9542
Guiné,19,10.0940,1.2788
Guiné Equatorial,5,2.6563,0.6990
Haiti,45,23.9069,1.6532
Holanda,54,28.6883,1.7324
Honduras,19,10.0940,1.2788
Hong Kong,26,13.8129,1.4150
Hungria,43,22.8444,1.6335
Ilhas Cook,1,0.5313,0.0000
Ilhas Marianas do Norte,2,1.0625,0.3010
Ilhas Seychelles,2,1.0625,0.3010
Indonésia,13,6.9064,1.1139
Inglaterra,61,32.4071,1.7853
Iraque,191,101.4714,2.2810
Irlanda,11,5.8439,1.0414
Islândia,2,1.0625,0.3010
Israel,47,24.9694,1.6721
Itália,790,419.6986,2.8976
Iêmen,9,4.7814,0.9542
Jamaica,8,4.2501,0.9031
Japão,122,64.8142,2.0864
Jordânia,19,10.0940,1.2788
Laos,3,1.5938,0.4771
Libéria,8,4.2501,0.9031
Lituânia,6,3.1876,0.7782
Luxemburgo,6,3.1876,0.7782
Líbano,28,14.8754,1.4472
Líbia,155,82.3459,2.1903
Macau,3,1.5938,0.4771
Madagascar,3,1.5938,0.4771
Mali,13,6.9064,1.1139
Malta,5,2.6563,0.6990
Malásia,18,9.5628,1.2553
Marrocos,7,3.7188,0.8451
Martinica,16,8.5002,1.2041
Mauritânia,2,1.0625,0.3010
Maurício,1,0.5313,0.0000
Micronésia,2,1.0625,0.3010
Mongólia,1,0.5313,0.0000
Montenegro,2,1.0625,0.3010
Moçambique,30,15.9379,1.4771
Myanmar,10,5.3126,1.0000
México,255,135.4723,2.4065
Mônaco,4,2.1251,0.6021
Namíbia,1,0.5313,0.0000
Nepal,4,2.1251,0.6021
Nicarágua,14,7.4377,1.1461
Nigéria,31,16.4692,1.4914
Noruega,4,2.1251,0.6021
Nova Caledônia,2,1.0625,0.3010
Nova Zelândia,10,5.3126,1.0000
Níger,6,3.1876,0.7782
Panamá,20,10.6253,1.3010
Paquistão,19,10.0940,1.2788
Paraguai,73,38.7823,1.8633
País de Gales,2,1.0625,0.3010
Peru,64,34.0009,1.8062
Polinésia Francesa,22,11.6878,1.3424
Polônia,40,21.2506,1.6021
Porto Rico,25,13.2816,1.3979
Portugal,58,30.8133,1.7634
Qatar,6,3.1876,0.7782
Quênia,10,5.3126,1.0000
República Democrática do Congo,5,2.6563,0.6990
República Dominicana,14,7.4377,1.1461
República Tcheca,15,7.9690,1.1761
Romênia,2,1.0625,0.3010
Ruanda,2,1.0625,0.3010
Saara Ocidental,1,0.5313,0.0000
Senegal,16,8.5002,1.2041
Somália,14,7.4377,1.1461
Sri Lanka,4,2.1251,0.6021
Sudão,3,1.5938,0.4771
Sudão do Sul,11,5.8439,1.0414
Suriname,14,7.4377,1.1461
Suécia,52,27.6257,1.7160
Suíça,85,45.1574,1.9294
Sérvia,31,16.4692,1.4914
Síria,460,244.3815,2.6628
Tailândia,27,14.3441,1.4314
Taiwan,42,22.3131,1.6232
Tanzânia,1,0.5313,0.0000
Timor Leste,2,1.0625,0.3010
Togo,1,0.5313,0.0000
Tonga,3,1.5938,0.4771
Tunísia,16,8.5002,1.2041
Turquia,344,182.7548,2.5366
Tuvalu,1,0.5313,0.0000
Ucrânia,34,18.0630,1.5315
Uganda,22,11.6878,1.3424
Uruguai,88,46.7512,1.9445
Uzbequistão,2,1.0625,0.3010
Vanuatu,3,1.5938,0.4771
Vaticano,208,110.5029,2.3181
Venezuela,198,105.1903,2.2967
Vietnã,18,9.5628,1.2553
África do Sul,29,15.4067,1.4624
Áustria,80,42.5011,1.9031
Índia,58,30.8133,1.7634
