Abdul,4,7.1131,0.6021
Ada,1,1.7783,0.0000
Adolfo,1,1.7783,0.0000
Adriana,2,3.5565,0.3010
Africana,7,12.4479,0.8451
Agnes,2,3.5565,0.3010
Aires,69,122.7003,1.8388
Alan,4,7.1131,0.6021
Alberto,17,30.2305,1.2304
Alcides,1,1.7783,0.0000
Aldo,1,1.7783,0.0000
Alex,2,3.5565,0.3010
Alexandre,4,7.1131,0.6021
Alice,2,3.5565,0.3010
Aline,4,7.1131,0.6021
Aléxis,1,1.7783,0.0000
Amado,1,1.7783,0.0000
Amanda,4,7.1131,0.6021
América,127,225.8396,2.1038
Ana,1,1.7783,0.0000
Andrea,14,24.8957,1.1461
André,1,1.7783,0.0000
Andrés,4,7.1131,0.6021
Angel,4,7.1131,0.6021
Angélica,2,3.5565,0.3010
António,5,8.8913,0.6990
Aparecida,1,1.7783,0.0000
Aquiles,1,1.7783,0.0000
Argentino,3,5.3348,0.4771
Ariadna,2,3.5565,0.3010
Ariel,1,1.7783,0.0000
Aristóteles,2,3.5565,0.3010
Armando,4,7.1131,0.6021
Artur,6,10.6696,0.7782
Assis,3,5.3348,0.4771
Assunção,5,8.8913,0.6990
Ava,1,1.7783,0.0000
Baltasar,2,3.5565,0.3010
Batista,4,7.1131,0.6021
Beatriz,13,23.1174,1.1139
Belém,1,1.7783,0.0000
Bento,57,101.3611,1.7559
Bernardino,62,110.2524,1.7924
Branca,127,225.8396,2.1038
Brian,3,5.3348,0.4771
Bruce,3,5.3348,0.4771
Bruno,4,7.1131,0.6021
Camila,1,1.7783,0.0000
Carla,1,1.7783,0.0000
Carlo,9,16.0044,0.9542
Carlos,29,51.5697,1.4624
Carlota,1,1.7783,0.0000
Carole,1,1.7783,0.0000
Carolina,74,131.5916,1.8692
Casta,1,1.7783,0.0000
Catarina,1,1.7783,0.0000
Cecília,1,1.7783,0.0000
Ceres,1,1.7783,0.0000
Cinderela,1,1.7783,0.0000
Cirilo,29,51.5697,1.4624
Ciro,4,7.1131,0.6021
Clara,6,10.6696,0.7782
Conceição,5,8.8913,0.6990
Corina,3,5.3348,0.4771
Cristiana,1,1.7783,0.0000
Cristóvão,1,1.7783,0.0000
Cândido,1,1.7783,0.0000
Cícero,8,14.2261,0.9031
Daniel,16,28.4522,1.2041
Dante,1,1.7783,0.0000
Dario,7,12.4479,0.8451
David,49,87.1350,1.6902
Davide,1,1.7783,0.0000
Denis,4,7.1131,0.6021
Denise,2,3.5565,0.3010
Diana,5,8.8913,0.6990
Diego,12,21.3392,1.0792
Dieter,2,3.5565,0.3010
Dina,1,1.7783,0.0000
Dino,1,1.7783,0.0000
Diocleciano,1,1.7783,0.0000
Domingos,1,1.7783,0.0000
Donaldo,1,1.7783,0.0000
Dora,3,5.3348,0.4771
Dulce,1,1.7783,0.0000
Edgar,1,1.7783,0.0000
Edith,1,1.7783,0.0000
Eduardo,7,12.4479,0.8451
Elena,10,17.7826,1.0000
Eleonora,2,3.5565,0.3010
Elias,1,1.7783,0.0000
Elisa,1,1.7783,0.0000
Eliseu,9,16.0044,0.9542
Elmer,1,1.7783,0.0000
Elsa,2,3.5565,0.3010
Elza,1,1.7783,0.0000
Emanuel,1,1.7783,0.0000
Enrique,13,23.1174,1.1139
Enzo,2,3.5565,0.3010
Eric,12,21.3392,1.0792
Erika,2,3.5565,0.3010
Esmeralda,1,1.7783,0.0000
Esperança,2,3.5565,0.3010
Estela,3,5.3348,0.4771
Estrela,4,7.1131,0.6021
Eurico,6,10.6696,0.7782
Fabiana,5,8.8913,0.6990
Falco,1,1.7783,0.0000
Fausto,7,12.4479,0.8451
Feliz,1,1.7783,0.0000
Florencia,1,1.7783,0.0000
Florença,16,28.4522,1.2041
Flávio,1,1.7783,0.0000
Francisco,484,860.6801,2.6848
Franco,14,24.8957,1.1461
Franklin,1,1.7783,0.0000
Fátima,2,3.5565,0.3010
Gabriel,14,24.8957,1.1461
Gabriela,13,23.1174,1.1139
Garcia,1,1.7783,0.0000
Geraldo,1,1.7783,0.0000
Gerson,1,1.7783,0.0000
Gil,1,1.7783,0.0000
Gina,1,1.7783,0.0000
Gino,5,8.8913,0.6990
Gisela,2,3.5565,0.3010
Gomes,7,12.4479,0.8451
Graciela,2,3.5565,0.3010
Graça,2,3.5565,0.3010
Gui,1,1.7783,0.0000
Guido,2,3.5565,0.3010
Gustavo,2,3.5565,0.3010
Hebe,1,1.7783,0.0000
Henrique,9,16.0044,0.9542
Heraldo,2,3.5565,0.3010
Honorato,2,3.5565,0.3010
Horácio,1,1.7783,0.0000
Hugo,39,69.3523,1.5911
Ian,1,1.7783,0.0000
Iara,2,3.5565,0.3010
Ida,1,1.7783,0.0000
Igor,1,1.7783,0.0000
Ilda,1,1.7783,0.0000
Ingrid,1,1.7783,0.0000
Irina,2,3.5565,0.3010
Isa,1,1.7783,0.0000
Isabel,5,8.8913,0.6990
Isis,6,10.6696,0.7782
Ismael,1,1.7783,0.0000
Ivan,2,3.5565,0.3010
Jacob,1,1.7783,0.0000
Jacqueline,4,7.1131,0.6021
Jaime,4,7.1131,0.6021
James,7,12.4479,0.8451
Jasmim,3,5.3348,0.4771
Jesus,36,64.0175,1.5563
Joel,1,1.7783,0.0000
Jonas,6,10.6696,0.7782
Jorge,99,176.0482,1.9956
Josefina,1,1.7783,0.0000
José,35,62.2393,1.5441
João,16,28.4522,1.2041
Juliana,4,7.1131,0.6021
Júlio,2,3.5565,0.3010
Katia,1,1.7783,0.0000
Kelly,11,19.5609,1.0414
Lana,1,1.7783,0.0000
Lara,1,1.7783,0.0000
Laura,17,30.2305,1.2304
Laureano,1,1.7783,0.0000
Leo,2,3.5565,0.3010
Leonardo,7,12.4479,0.8451
Leonel,2,3.5565,0.3010
Leonida,1,1.7783,0.0000
Liberal,1,1.7783,0.0000
Liberdade,4,7.1131,0.6021
Libertário,1,1.7783,0.0000
Lilian,10,17.7826,1.0000
Lina,2,3.5565,0.3010
Linda,1,1.7783,0.0000
Lino,3,5.3348,0.4771
Lira,3,5.3348,0.4771
Lisa,2,3.5565,0.3010
Lorenzo,2,3.5565,0.3010
Lua,5,8.8913,0.6990
Luca,8,14.2261,0.9031
Lucena,4,7.1131,0.6021
Luena,1,1.7783,0.0000
Lusa,94,167.1569,1.9731
Lutero,1,1.7783,0.0000
Luís,3,5.3348,0.4771
Lázaro,1,1.7783,0.0000
Mara,2,3.5565,0.3010
Marcelo,7,12.4479,0.8451
Marco,76,135.1481,1.8808
Marcos,6,10.6696,0.7782
Maria,36,64.0175,1.5563
Mariana,3,5.3348,0.4771
Mariano,23,40.9001,1.3617
Marina,4,7.1131,0.6021
Marisa,3,5.3348,0.4771
Marta,9,16.0044,0.9542
Martinho,2,3.5565,0.3010
Matias,1,1.7783,0.0000
Mauro,12,21.3392,1.0792
Melissa,1,1.7783,0.0000
Mercedes,1,1.7783,0.0000
Michele,6,10.6696,0.7782
Miguel,6,10.6696,0.7782
Murilo,1,1.7783,0.0000
Márcio,3,5.3348,0.4771
Máximo,3,5.3348,0.4771
Nestor,10,17.7826,1.0000
Nicolas,22,39.1218,1.3424
Noel,6,10.6696,0.7782
Oliveira,3,5.3348,0.4771
Omar,14,24.8957,1.1461
Palmira,1,1.7783,0.0000
Pandora,1,1.7783,0.0000
Patrícia,6,10.6696,0.7782
Paulo,55,97.8046,1.7404
Pedro,78,138.7046,1.8921
Rafael,10,17.7826,1.0000
Raquel,1,1.7783,0.0000
Regina,2,3.5565,0.3010
Remo,1,1.7783,0.0000
Renata,2,3.5565,0.3010
Renato,5,8.8913,0.6990
Ricardo,9,16.0044,0.9542
Rita,9,16.0044,0.9542
Roberta,2,3.5565,0.3010
Roberto,39,69.3523,1.5911
Rodrigo,8,14.2261,0.9031
Romano,10,17.7826,1.0000
Romão,2,3.5565,0.3010
Roque,2,3.5565,0.3010
Rosa,8,14.2261,0.9031
Sabrina,2,3.5565,0.3010
Sales,1,1.7783,0.0000
Salma,3,5.3348,0.4771
Salvador,16,28.4522,1.2041
Samir,4,7.1131,0.6021
Samuel,2,3.5565,0.3010
Sancho,2,3.5565,0.3010
Sandro,1,1.7783,0.0000
Santa,107,190.2743,2.0294
Santiago,6,10.6696,0.7782
Santos,22,39.1218,1.3424
Sara,1,1.7783,0.0000
Sarah,6,10.6696,0.7782
Saúl,1,1.7783,0.0000
Sebastião,1,1.7783,0.0000
Selena,1,1.7783,0.0000
Selma,1,1.7783,0.0000
Serena,1,1.7783,0.0000
Severino,1,1.7783,0.0000
Sheila,4,7.1131,0.6021
Siena,5,8.8913,0.6990
Silvana,1,1.7783,0.0000
Silvano,2,3.5565,0.3010
Silvestre,3,5.3348,0.4771
Socorro,3,5.3348,0.4771
Sofia,3,5.3348,0.4771
Sol,2,3.5565,0.3010
Solange,1,1.7783,0.0000
Susana,12,21.3392,1.0792
Sérgio,1,1.7783,0.0000
Teresa,10,17.7826,1.0000
Tiara,1,1.7783,0.0000
Tomás,4,7.1131,0.6021
Toni,1,1.7783,0.0000
Trindade,2,3.5565,0.3010
Urânio,1,1.7783,0.0000
Vasco,1,1.7783,0.0000
Victor,5,8.8913,0.6990
Vida,6,10.6696,0.7782
Vidal,1,1.7783,0.0000
Violeta,1,1.7783,0.0000
Vitória,7,12.4479,0.8451
Viviana,2,3.5565,0.3010
Wilson,4,7.1131,0.6021
Xavier,5,8.8913,0.6990
Yuri,2,3.5565,0.3010
Áquila,2,3.5565,0.3010
Ásia,28,49.7914,1.4472
Óscar,1,1.7783,0.0000
